Source_ID,Source_Name,Source_Type,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
gs_897,Gm Food & Fuel,Gas station,270370605053.0,37.0,-93.0657492646,44.8698486845,27037,DAKOTA,Inver Grove Heights,Metro (7 County)
gs_898,PDQ Food Stores,Gas station,270370605052.0,37.0,-93.0806397959,44.8702438776,27037,DAKOTA,Sunfish Lake,Metro (7 County)
gs_899,KWIK Trip,Gas station,270859503005.0,85.0,-94.3652,44.8703,27085,MCLEOD,Hassan Valley,Central
gs_900,Service Air & Shell Fuel Svc,Gas station,270539800001.0,53.0,-93.1994,44.8707,27053,HENNEPIN,Fort Snelling,Metro (7 County)
gs_901,SUPERAMERICA,Gas station,270539800001.0,53.0,-93.2005115893,44.8709570315,27053,HENNEPIN,Fort Snelling,Metro (7 County)
gs_902,SUPERAMERICA,Gas station,270859502003.0,85.0,-94.3926175304,44.8723626494,27085,MCLEOD,Lynn,Central
gs_903,E-Z Stop Store,Gas station,270370604021.0,37.0,-93.0296502865,44.8736950806,27037,DAKOTA,South St. Paul,Metro (7 County)
gs_904,Sinclair,Gas station,270530240041.0,53.0,-93.3289,44.874,27053,HENNEPIN,Edina,Metro (7 County)
gs_905,Hutchinson Cooperative,Gas station,270859502003.0,85.0,-94.3912970685,44.874237242,27085,MCLEOD,Lynn,Central
gs_906,SUPERAMERICA,Gas station,271630710031.0,163.0,-93.0010441156,44.8755426357,27163,WASHINGTON,Newport,Metro (7 County)
gs_907,Grandview Tire & Auto,Gas station,270530239013.0,53.0,-93.3622748683,44.8761916228,27053,HENNEPIN,Edina,Metro (7 County)
gs_908,Amoco,Gas station,270530240051.0,53.0,-93.329,44.8765,27053,HENNEPIN,Edina,Metro (7 County)
gs_909,Newport Amoco,Gas station,271630710033.0,163.0,-93.0083326531,44.8783,27163,WASHINGTON,Newport,Metro (7 County)
gs_910,Newport Amoco,Gas station,271630710031.0,163.0,-93.0016863892,44.879470178,27163,WASHINGTON,Newport,Metro (7 County)
gs_911,Msp Town Car,Gas station,270530260141.0,53.0,-93.5175,44.8808,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_912,Richfield US,Gas station,270530242003.0,53.0,-93.3088,44.8808918367,27053,HENNEPIN,Richfield,Metro (7 County)
gs_913,Jiffy Lube,Gas station,270530240051.0,53.0,-93.3210202968,44.8817489264,27053,HENNEPIN,Edina,Metro (7 County)
gs_914,Speedway Super America Office,Gas station,270370606051.0,37.0,-93.152,44.8818081633,27037,DAKOTA,Mendota Heights,Metro (7 County)
gs_915,Benchmark Auto Svc,Gas station,270530260052.0,53.0,-93.462752253,44.8823502667,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_916,Mendota Heights BP,Gas station,270370606062.0,37.0,-93.1255857895,44.8824982365,27037,DAKOTA,Mendota Heights,Metro (7 County)
gs_917,SUPERAMERICA,Gas station,270370606051.0,37.0,-93.1463533694,44.8826,27037,DAKOTA,Mendota Heights,Metro (7 County)
