SCC Code,Data Category Code,Short Desc,Level 1 Desc,Level 2 Desc,Level 3 Desc,Level 4 Desc,EI Sector
2811500500,EVENT,Agricultural Field Burning - whole field set on fire /Vine Crop Unspecified,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Field Burning - whole field set on fire,Vine Crop Unspecified,Fires - Agricultural Field Burning
2811501130,EVENT,Agricultural Propaning - tractor-pulled burners to burn stubble only /Barley,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Propaning - tractor-pulled burners to burn stubble only,Barley,Fires - Agricultural Field Burning
2811501105,EVENT,"Agricultural Propaning - tractor-pulled burners to burn stubble only /Cereal Grains, Total",Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Propaning - tractor-pulled burners to burn stubble only,"Cereal Grains, Total",Fires - Agricultural Field Burning
2811501170,EVENT,Agricultural Propaning - tractor-pulled burners to burn stubble only /Grass,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Propaning - tractor-pulled burners to burn stubble only,Grass,Fires - Agricultural Field Burning
2811501270,EVENT,Agricultural Propaning - tractor-pulled burners to burn stubble only /Mint,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Propaning - tractor-pulled burners to burn stubble only,Mint,Fires - Agricultural Field Burning
2811501000,EVENT,Agricultural Propaning - tractor-pulled burners to burn stubble only /Unspecified crop types,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Propaning - tractor-pulled burners to burn stubble only,Unspecified crop types,Fires - Agricultural Field Burning
2811501260,EVENT,Agricultural Propaning - tractor-pulled burners to burn stubble only /Wheat,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Propaning - tractor-pulled burners to burn stubble only,Wheat,Fires - Agricultural Field Burning
2811502130,EVENT,Agricultural Stack Burning - straw stacks moved from field for burning /Barley,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Stack Burning - straw stacks moved from field for burning,Barley,Fires - Agricultural Field Burning
2811502105,EVENT,"Agricultural Stack Burning - straw stacks moved from field for burning /Cereal Grains, Total",Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Stack Burning - straw stacks moved from field for burning,"Cereal Grains, Total",Fires - Agricultural Field Burning
2811502170,EVENT,Agricultural Stack Burning - straw stacks moved from field for burning /Grass,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Stack Burning - straw stacks moved from field for burning,Grass,Fires - Agricultural Field Burning
2811502270,EVENT,Agricultural Stack Burning - straw stacks moved from field for burning /Mint,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Stack Burning - straw stacks moved from field for burning,Mint,Fires - Agricultural Field Burning
2811502000,EVENT,Agricultural Stack Burning - straw stacks moved from field for burning /Unspecified crop types,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Stack Burning - straw stacks moved from field for burning,Unspecified crop types,Fires - Agricultural Field Burning
2811502260,EVENT,Agricultural Stack Burning - straw stacks moved from field for burning /Wheat,Miscellaneous Area Sources,Agriculture Production - Crops - as Event,Agricultural Stack Burning - straw stacks moved from field for burning,Wheat,Fires - Agricultural Field Burning
2811500000,EVENT,Agriculture Production - Crops - as Event /Unspecified crop type and Burn Method,Miscellaneous Area Sources,Agricultural Field Burning - whole field set on fire,Agriculture Production - Crops - as Event,Unspecified crop type and Burn Method,Fires - Agricultural Field Burning
28100010F0,EVENT,"Forest Wildfires - Flaming, Unspecified class/purpose, ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Flaming, Unspecified class/purpose, ownership",Fires - Wildfires
28100010S0,EVENT,"Forest Wildfires - Smoldering, Unspecified class/purpose, ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Smoldering, Unspecified class/purpose, ownership",Fires - Wildfires
2810001000,EVENT,Forest Wildfires - Wildfires - Unspecified,Miscellaneous Area Sources,Other Combustion,Forest Wildfires,Wildfires - Unspecified,Fires - Wildfires
28100010S1,EVENT,"Forest Wildfires - Wildland Fire Use - ÊSmoldering. NATURAL (Maintenance), unsp ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Wildland Fire Use - ÊSmoldering. NATURAL (Maintenance), unsp ownership",Fires - Wildfires
2810001002,EVENT,"Forest Wildfires - Wildland Fire Use - ANTHROPOG (Restoration),unsp fire stage, ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Wildland Fire Use - ANTHROPOG (Restoration),unsp fire stage, ownership",Fires - Wildfires
28100010F2,EVENT,"Forest Wildfires - Wildland Fire Use - Flaming, ANTHROPOGEN (Restoration), unsp ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Wildland Fire Use - Flaming, ANTHROPOGEN (Restoration), unsp ownership",Fires - Wildfires
28100010F1,EVENT,"Forest Wildfires - Wildland Fire Use - Flaming, NATURAL (Maintenance), Êunsp ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Wildland Fire Use - Flaming, NATURAL (Maintenance), Êunsp ownership",Fires - Wildfires
28100010S2,EVENT,"Forest Wildfires - Wildland Fire Use - Smoldering, ANTHROPOG (Restoration) unsp ownership",Miscellaneous Area Sources,Other Combustion,Forest Wildfires,"Wildland Fire Use - Smoldering, ANTHROPOG (Restoration) unsp ownership",Fires - Wildfires
2810001001,EVENT,Forest Wildfires - Wildland Fire use - Unspecified,Miscellaneous Area Sources,Other Combustion,Forest Wildfires,Wildland Fire use - Unspecified,Fires - Wildfires
2811005002,EVENT,"Managed Burning, Slash (Logging Debris) - Broadcast Burning",Miscellaneous Area Sources,Other Combustion - as Event,"Managed Burning, Slash (Logging Debris)",Broadcast Burning,Waste Disposal
2811005001,EVENT,"Managed Burning, Slash (Logging Debris) - Pile Burning",Miscellaneous Area Sources,Other Combustion - as Event,"Managed Burning, Slash (Logging Debris)",Pile Burning,Waste Disposal
2811005000,EVENT,"Managed Burning, Slash (Logging Debris) - Unspecified Burn Method (use 2610000500 for non-logging debris)",Miscellaneous Area Sources,Other Combustion - as Event,"Managed Burning, Slash (Logging Debris)",Unspecified Burn Method (use 2610000500 for non-logging debris),Waste Disposal
2811090000,EVENT,Open Fire - Not categorized,Miscellaneous Area Sources,Other Combustion - as Event,Open Fire,Not categorized,Miscellaneous Non-Industrial NEC
2811015000,EVENT,Prescribed Forest Burning - Unspecified,Miscellaneous Area Sources,Other Combustion - as Event,Prescribed Forest Burning,Unspecified,Fires - Prescribed Fires
2811020000,EVENT,Prescribed Rangeland Burning - Unspecified,Miscellaneous Area Sources,Other Combustion - as Event,Prescribed Rangeland Burning,Unspecified,Fires - Prescribed Fires
2801600000,NONPOINT,Agric - Crops /Country Grain Elevators /Total,Miscellaneous Area Sources,Agriculture Production - Crops,Country Grain Elevators,Total,Agriculture - Crops & Livestock Dust
2801000004,NONPOINT,Agric - Crops /Defoliation,Miscellaneous Area Sources,Agriculture Production - Crops,Agriculture - Crops,Defoliation,Agriculture - Crops & Livestock Dust
2801000006,NONPOINT,Agric - Crops /Drying,Miscellaneous Area Sources,Agriculture Production - Crops,Agriculture - Crops,Drying,Agriculture - Crops & Livestock Dust
2801700005,NONPOINT,Agric - Crops /Fertilizer Application /Ammonium Nitrate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Ammonium Nitrate,Agriculture - Fertilizer Application
2801700009,NONPOINT,"Agric - Crops /Fertilizer Application /Ammonium Phosphates (see also -13, -14, -15)",Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,"Ammonium Phosphates (see also subsets (-13, -14, -15)",Agriculture - Fertilizer Application
2801700006,NONPOINT,Agric - Crops /Fertilizer Application /Ammonium Sulfate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Ammonium Sulfate,Agriculture - Fertilizer Application
2801700007,NONPOINT,Agric - Crops /Fertilizer Application /Ammonium Thiosulfate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Ammonium Thiosulfate,Agriculture - Fertilizer Application
2801700001,NONPOINT,Agric - Crops /Fertilizer Application /Anhydrous Ammonia,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Anhydrous Ammonia,Agriculture - Fertilizer Application
2801700002,NONPOINT,Agric - Crops /Fertilizer Application /Aqueous Ammonia,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Aqueous Ammonia,Agriculture - Fertilizer Application
2801700011,NONPOINT,Agric - Crops /Fertilizer Application /Calcium Ammonium Nitrate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Calcium Ammonium Nitrate,Agriculture - Fertilizer Application
2801700013,NONPOINT,Agric - Crops /Fertilizer Application /Diammonium Phosphate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Diammonium Phosphate,Agriculture - Fertilizer Application
2801700015,NONPOINT,Agric - Crops /Fertilizer Application /Liquid Ammonium Polyphosphate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Liquid Ammonium Polyphosphate,Agriculture - Fertilizer Application
2801700099,NONPOINT,Agric - Crops /Fertilizer Application /Miscellaneous Fertilizers,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Miscellaneous Fertilizers,Agriculture - Fertilizer Application
2801700014,NONPOINT,Agric - Crops /Fertilizer Application /Monoammonium Phosphate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Monoammonium Phosphate,Agriculture - Fertilizer Application
2801700003,NONPOINT,Agric - Crops /Fertilizer Application /Nitrogen Solutions,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Nitrogen Solutions,Agriculture - Fertilizer Application
2801700010,NONPOINT,Agric - Crops /Fertilizer Application /N-P-K (multi-grade nutrient fertilizers),Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,N-P-K (multi-grade nutrient fertilizers),Agriculture - Fertilizer Application
2801700008,NONPOINT,Agric - Crops /Fertilizer Application /Other Straight Nitrogen,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Other Straight Nitrogen,Agriculture - Fertilizer Application
2801700012,NONPOINT,Agric - Crops /Fertilizer Application /Potassium Nitrate,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Potassium Nitrate,Agriculture - Fertilizer Application
2801700000,NONPOINT,Agric - Crops /Fertilizer Application /Total Fertilizers,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Total Fertilizers,Agriculture - Fertilizer Application
2801700004,NONPOINT,Agric - Crops /Fertilizer Application /Urea,Miscellaneous Area Sources,Agriculture Production - Crops,Fertilizer Application,Urea,Agriculture - Fertilizer Application
2801500002,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /ANTHROPOGENIC,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,ANTHROPOGENIC,Fires - Agricultural Field Burning
2801500111,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Alfalfa : Headfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Alfalfa : Headfire Burning,Fires - Agricultural Field Burning
2801500112,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Alfalfa: Backfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Alfalfa: Backfire Burning,Fires - Agricultural Field Burning
2801500120,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Asparagus: Burning Techniques Not Significant,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Asparagus: Burning Techniques Not Significant,Fires - Agricultural Field Burning
2801500130,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Barley: Burning Techniques Not Significant,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Barley: Burning Techniques Not Significant,Fires - Agricultural Field Burning
2801500142,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Bean (red): Backfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Bean (red): Backfire Burning,Fires - Agricultural Field Burning
2801500141,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Bean (red): Headfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Bean (red): Headfire Burning,Fires - Agricultural Field Burning
2801500150,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Corn: Burning Techniques Not Important,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Corn: Burning Techniques Not Important,Fires - Agricultural Field Burning
2801500160,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Cotton: Burning Techniques Not Important,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Cotton: Burning Techniques Not Important,Fires - Agricultural Field Burning
2801500170,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Grasses: Burning Techniques Not Important,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Grasses: Burning Techniques Not Important,Fires - Agricultural Field Burning
2801500182,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Hay (wild): Backfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Hay (wild): Backfire Burning,Fires - Agricultural Field Burning
2801500181,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Hay (wild): Headfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Hay (wild): Headfire Burning,Fires - Agricultural Field Burning
2801500192,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Oats: Backfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Oats: Backfire Burning,Fires - Agricultural Field Burning
2801500191,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Oats: Headfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Oats: Headfire Burning,Fires - Agricultural Field Burning
2801500202,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Pea: Backfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Pea: Backfire Burning,Fires - Agricultural Field Burning
2801500201,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Pea: Headfire Burning,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Pea: Headfire Burning,Fires - Agricultural Field Burning
2801500210,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Pineapple: Burning Techniques Not Significant,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Pineapple: Burning Techniques Not Significant,Fires - Agricultural Field Burning
2801500220,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Rice: Burning Techniques Not Significant,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Rice: Burning Techniques Not Significant,Fires - Agricultural Field Burning
2801500230,NONPOINT,Agric - Crops /Field Burning - whole field set on fire /Crop is Safflower: Burning Techniques Not Significant,Miscellaneous Area Sources,Agriculture Production - Crops,Agricultural Field Burning - whole field set on fire,Field Crop is Safflower: Burning Techniques Not Significant,Fires - Agricultural Field Burning
